ticker,roe,debt_to_equity,current_ratio,quick_ratio,oper_cash_flow,total_revenue,ebitda_margin,operating_margin,gross_margin,analyst_rating,pb_ratio,eps,market_cap,ev_to_ebitda,price_to_sales,payout_ratio,beta,shares_outstanding,float_shares,revenue_growth,rnd_to_revenue,hist_volatility,sharpe_ratio,max_drawdown,stddev_returns,value_at_risk,avg_volume_30d,volume_growth,turnover_ratio,bid_ask_spread
AVBP,-0.3936,0.0680,13.1400,12.6990,-70212000.0000,,0.0000,0.0000,0.0000,1.1429,2.5602,-2.5600,666264576.0000,,,0.0000,,34045200.0000,15838962.0000,,,86.2525,0.2916,-60.7401,3.6981,7.4758,770130.0000,-53.0016,4.8623,5.9636
RKLB,-0.4059,124.1610,2.0400,1.5630,-48890000.0000,436214016.0000,-0.3608,-0.3894,0.2663,1.8667,28.4697,-0.3800,9957702656.0000,-65.1450,22.8276,0.0000,2.0520,461432000.0000,399183180.0000,120.7000,36.4497,37.7514,-0.1637,-21.1043,1.5763,4.1119,638203.3333,-58.8509,0.1599,1.5979
LIN,0.1701,60.5550,0.9390,0.7270,9630000128.0000,33016999936.0000,0.3884,0.2829,0.4826,1.9643,5.5572,13.8000,211096190976.0000,18.1930,6.3936,0.4115,1.0070,470724000.0000,469592833.0000,0.1000,0.4684,51.4666,-0.7278,-27.5094,1.7951,5.7566,55669760.0000,-78.5253,11.8549,1.7353
VERX,-0.2439,196.1990,0.9980,0.8740,164820992.0000,666776000.0000,0.0390,0.0329,0.6391,2.0667,34.5881,-0.3400,6254413312.0000,238.8350,9.3801,0.0000,0.7810,71999296.0000,68409436.0000,15.2000,10.9753,65.3048,-2.5264,-53.6581,3.1951,6.6318,1413173.3333,-57.7825,2.0658,3.0303
ITW,1.0758,254.8740,1.5970,1.0650,3284000000.0000,15763999744.0000,0.2867,0.2506,0.4371,3.0500,21.6888,11.3700,70378504192.0000,17.2530,4.4645,0.5194,1.1390,293366016.0000,265973680.0000,-3.4000,,88.1828,2.1956,-50.7023,4.3819,8.6374,3966026.6667,-3.5839,1.4911,8.8692
XP,0.2286,794.1800,1.2490,1.2080,11178963968.0000,16251335680.0000,0.0000,0.3145,0.6885,2.0833,0.4259,1.4500,8536964096.0000,,0.5253,0.4881,1.1800,434048000.0000,375341891.0000,9.4000,,58.9042,-0.0985,-29.4694,2.5120,5.2109,1429373.3333,-42.1817,0.3808,6.0347
CPNG,0.0159,89.1790,1.1660,0.8150,1886000000.0000,30268000256.0000,0.0329,0.0444,0.2918,1.6471,10.5443,0.0800,43605426176.0000,41.3990,1.4406,0.0000,1.0820,1657580032.0000,1293541525.0000,21.4000,,46.0543,-0.3388,-28.1182,1.8536,4.1363,1743323.3333,-68.1545,0.1348,1.8639
MRTN,0.0283,0.0500,1.4820,1.2760,,937187968.0000,0.1486,0.0188,0.2433,,1.3506,0.2600,1036587904.0000,7.3070,1.1061,0.9231,1.0540,81493400.0000,57571029.0000,-10.6000,,53.5064,1.2717,-42.0000,3.2715,5.6329,384110.0000,-50.1009,0.6672,3.1157
LKQ,0.1139,94.4580,1.5180,0.4650,865000000.0000,14115000320.0000,0.1221,0.0861,0.3927,1.8889,1.6444,2.6900,10146506752.0000,9.1770,0.7188,0.4461,0.9770,258148000.0000,256208986.0000,-6.5000,,68.9458,-0.9594,-31.1333,2.7534,4.5129,1364180.0000,-67.8734,0.5324,1.7333
RGTI,-1.7020,6.9520,17.4230,16.3920,-50627000.0000,10790000.0000,0.0000,-8.1328,0.5280,,21.0987,-1.0900,2700491008.0000,-42.0070,250.1442,0.0000,1.4170,286980992.0000,280523078.0000,-32.6000,600.5717,41.9254,-0.1567,-31.0483,2.0404,3.8519,645490.0000,-69.0838,0.2301,3.8462
CGON,-0.1918,0.0320,35.2960,34.7610,-78713000.0000,1139000.0000,0.0000,-83.4408,0.0000,1.6000,2.6791,-1.4100,1966525056.0000,-12.2650,1726.5365,0.0000,,76221904.0000,61118296.0000,45500.0000,5877.1930,34.2866,1.2514,-28.3005,2.3868,2.5063,165710.0000,-46.9545,0.2711,4.1582
MGNX,-0.4985,32.2780,3.9170,3.7090,-68373000.0000,149962000.0000,-0.6871,-2.7302,-0.2636,2.3750,0.8257,-1.0700,96212704.0000,0.5890,0.6416,0.0000,2.1930,63090300.0000,51744790.0000,80.5000,219.3457,94.1340,-1.9704,-82.8365,4.1982,8.3944,392366.6667,-25.4205,0.7583,12.0582
AVNS,-0.3742,20.5430,2.3710,1.4500,100700000.0000,687800000.0000,0.1313,0.0490,0.5544,,0.7106,-8.4000,589300992.0000,6.9020,0.8568,0.0000,1.1360,46003200.0000,42133365.0000,3.6000,3.1737,54.5060,1.5701,-69.3156,5.3214,4.2943,730036.6667,-29.0025,1.7327,7.6218
FFIC,-0.0653,,,,,124028000.0000,0.0000,0.2560,0.0000,2.7500,0.6139,-1.4600,431497344.0000,,3.4790,1.0115,0.8320,33776700.0000,32309052.0000,19.7000,,103.2516,-0.7478,-88.1667,5.3008,8.2812,3233040.0000,-14.8869,10.0066,10.4110
PTON,,,2.0600,1.4590,163500000.0000,2621100032.0000,-0.0255,-0.0384,0.4745,2.4286,-5.3020,-0.7700,2636156672.0000,-58.0650,1.0057,0.0000,2.2610,373899008.0000,362951655.0000,-9.4000,8.9466,37.6345,-0.4918,-26.4244,1.9289,4.8552,492933.3333,-66.0326,0.1358,2.6016
NSC,0.2454,122.3140,0.7830,0.6480,4163000064.0000,12112000000.0000,0.4949,0.3284,0.4949,2.1429,3.4116,14.6500,49505247232.0000,11.1540,4.0873,0.3686,1.2940,225444000.0000,225030939.0000,-0.4000,,38.3612,-0.5084,-14.1070,1.6095,3.6352,1875183.3333,-72.4298,0.8333,1.4768
PATK,0.1287,142.9910,2.4100,0.9280,331742016.0000,3785611008.0000,0.1144,0.0653,0.2271,2.0000,2.3511,4.1600,2755888384.0000,9.8230,0.7280,0.3686,1.2440,33555200.0000,31230862.0000,7.5000,,47.8651,-0.5187,-29.7319,2.0402,4.3424,497576.6667,-64.8936,1.5932,4.8300
WFRD,0.4171,129.3380,2.0830,1.3340,803000000.0000,5347999744.0000,0.2231,0.1433,0.3381,1.8750,2.3745,6.2800,3208435200.0000,3.3970,0.5999,0.1194,1.5930,72556096.0000,70941048.0000,-12.2000,2.4308,26.0533,-1.1141,-35.1186,1.2664,2.4238,1810566.6667,-24.8208,2.5522,1.6176
NRG,0.4179,443.6640,1.0170,0.5050,2305999872.0000,28130000896.0000,0.1241,0.1443,0.2144,2.0833,12.6901,4.9900,23788306432.0000,9.6500,0.8457,0.3267,1.0010,203667008.0000,195566970.0000,0.2000,,65.4009,-1.2026,-43.2887,2.4541,6.1419,9334716.6667,-75.7623,4.7732,1.7500
OFIX,-0.2287,38.5020,2.5690,1.2920,25790000.0000,799491008.0000,0.0130,-0.0359,0.6980,,0.8988,-3.3000,460368512.0000,61.2440,0.5758,0.0000,0.8750,39022500.0000,35510077.0000,7.6000,8.7213,60.0675,-1.7742,-54.9516,2.5410,6.2181,293593.3333,-55.3178,0.8268,3.1798
PFSI,0.0932,469.5550,0.9500,0.3920,-2569372928.0000,3386736128.0000,0.0000,0.1209,0.9145,1.6250,1.2734,6.5200,4971588608.0000,,1.4680,0.1687,1.6020,51663600.0000,26915178.0000,158.2000,,49.4480,-1.8485,-27.4966,1.9276,5.1166,337463.3333,-63.3025,1.2538,1.6150
NPO,0.0510,48.6280,2.5870,1.7790,162900000.0000,1048700032.0000,0.2412,0.1505,0.4241,1.0000,2.3861,3.4400,3414121216.0000,14.7500,3.2556,0.3478,1.5150,21041700.0000,20849917.0000,3.7000,,55.6963,-0.4308,-25.8545,2.3045,3.1202,497930.0000,-19.7423,2.3882,2.5274
ROK,0.2485,113.2450,1.0780,0.6190,1194800000.0000,8093199872.0000,0.1946,0.1308,0.3894,2.3448,8.4074,8.0200,28458778624.0000,20.5900,3.5164,0.6301,1.3170,113073000.0000,112716768.0000,-8.3000,,38.1900,-0.1874,-19.9999,1.3442,4.0142,950233.3333,-67.0553,0.8430,1.0812
UA,-0.0612,65.7590,2.0070,1.0010,19987000.0000,5315923968.0000,0.0703,0.0426,0.4747,,1.1856,-0.2900,2403059712.0000,8.0710,0.4520,0.0000,1.5440,206584992.0000,321439024.0000,-5.7000,,94.8934,3.3010,-39.9744,2.7716,2.6594,730413.3333,22.3009,0.2272,2.9665
VZ,0.1842,169.0890,0.6120,0.4710,37610000384.0000,135292002304.0000,0.3647,0.2467,0.6002,2.2692,1.8473,4.2000,186063126528.0000,7.1980,1.3753,0.6423,0.3830,4216250112.0000,4210352157.0000,1.5000,,56.7002,-0.0076,-21.3643,2.1335,4.7264,7012903.3333,-83.3178,0.1666,1.8809
GTN,0.1350,194.1020,1.0270,0.9070,751000000.0000,3644000000.0000,0.3137,0.3187,0.3414,2.3333,0.1624,3.3600,428593184.0000,5.7680,0.1176,0.0952,1.1700,92287600.0000,83786289.0000,20.9000,,51.4728,-0.0295,-57.5774,3.6215,3.1854,571830.0000,-63.5170,0.6825,2.9412
WDFC,0.3726,51.3140,2.4010,1.4430,70050000.0000,610635008.0000,0.1776,0.1593,0.5413,,13.1039,6.2600,3171520000.0000,29.6050,5.1938,0.5710,0.1680,13545400.0000,13500122.0000,5.0000,,51.2704,-3.0129,-33.0078,3.9695,6.0386,7327550.0000,-44.9861,54.2777,2.1256
BKH,0.0823,122.2800,0.9720,0.5070,719299968.0000,2127699968.0000,0.3615,0.2668,0.3950,2.8000,1.2574,3.9100,4431517184.0000,11.4710,2.0828,0.6650,0.7160,72086496.0000,71206406.0000,0.9000,,41.4395,-2.8102,-37.5011,2.1322,4.9101,461546.6667,31.6341,0.6482,4.2675
EMN,0.1603,86.0030,1.7190,0.7390,1136000000.0000,9361999872.0000,0.2054,0.1393,0.2491,1.8500,1.4982,7.8500,8799783936.0000,7.0530,0.9399,0.4178,1.3040,115460000.0000,114432987.0000,-0.9000,2.9258,39.8799,0.8776,-31.9521,1.5500,3.9892,1980130.0000,-5.4374,1.7304,2.2620
GTY,0.0723,95.6290,1.0530,0.8060,129230000.0000,206751008.0000,0.8187,0.5210,0.9364,2.3750,1.6226,1.2000,1559580544.0000,14.5910,7.5433,1.5333,0.8600,55441900.0000,53729347.0000,6.9000,,9.5318,2.3864,-66.5971,2.9248,0.9146,1899290.0000,-79.2832,3.5349,0.2137
SAFT,0.0867,5.5200,0.3880,0.2730,128688000.0000,1120017024.0000,0.0891,0.0357,0.0876,,1.3919,4.7800,1157434112.0000,11.2510,1.0334,0.7531,0.2070,14893700.0000,14486495.0000,11.0000,,6.5876,-2.0362,-45.3139,3.8645,0.6348,884120.0000,-88.3329,6.1031,0.4792
PTC,0.1391,46.2870,0.9880,0.8300,831651008.0000,2346680064.0000,0.3153,0.3587,0.8113,1.8000,5.7109,3.6500,19343413248.0000,27.9530,8.2429,0.0000,1.1910,119948000.0000,119458465.0000,5.5000,17.4464,29.1802,1.9740,-9.4875,1.3627,2.2523,1470533.3333,-62.2023,1.2310,1.1164
AXON,0.1912,31.4100,2.3030,1.9060,408312000.0000,2082525952.0000,0.0601,-0.0166,0.5964,1.7647,19.8571,4.7800,46962642944.0000,378.0390,22.5508,0.0000,1.2400,77848096.0000,73010479.0000,33.6000,23.4002,31.1022,1.6484,-37.9974,1.6229,3.1273,3216406.6667,-38.2261,4.4054,1.2570
NKE,0.3193,85.0650,2.1930,1.3260,5854000128.0000,47817998336.0000,0.1209,0.0699,0.4382,2.2927,6.0410,3.0100,84554891264.0000,14.9030,1.7683,0.5116,1.2340,1178099968.0000,1160231842.0000,-9.3000,,28.1726,0.6981,-20.3857,1.2677,2.9404,5866796.6667,-53.8938,0.5057,1.7516
TMDX,0.1939,226.7190,8.2990,7.2500,48803000.0000,441540000.0000,0.1297,0.0711,0.5936,1.7778,13.5441,1.0700,3115549440.0000,57.3870,7.0561,0.0000,1.9010,33827900.0000,32671006.0000,49.8000,13.5368,53.7566,3.1612,-22.9022,2.6207,4.3832,1026413.3333,43.2994,3.1417,3.4562
MRNA,-0.2934,7.4010,4.2180,3.9160,-3052000000.0000,3176999936.0000,-1.1133,-9.7222,-0.8237,2.7778,0.9953,-8.7300,10011977728.0000,-1.5650,3.1514,0.0000,1.9970,386742016.0000,360864925.0000,-35.3000,800.0000,114.0410,-0.0573,-54.8473,4.5668,9.4103,3952006.6667,-55.4625,1.0951,5.3541
JBHT,0.1397,49.6590,0.8910,0.6650,1420881024.0000,12064594944.0000,0.1304,0.0612,0.1883,1.9200,3.3663,5.5000,13016315904.0000,9.6180,1.0789,0.3140,1.3330,99194600.0000,78411340.0000,-0.8000,,63.1046,1.4472,-64.8698,4.4739,5.3801,31907046.6667,-12.0835,40.6919,3.6426
NUVL,-0.2946,,20.9630,20.7020,-185064000.0000,,0.0000,0.0000,0.0000,1.2727,4.6516,-3.9300,5007876096.0000,,,0.0000,1.4250,66362200.0000,40974058.0000,,,93.4424,-0.2915,-68.9995,5.5807,7.9788,28091110.0000,-10.6861,68.5583,3.8412
HSII,0.0171,21.5220,1.7030,1.4700,121631000.0000,1116916992.0000,0.0852,0.0565,0.2369,2.5000,1.7756,0.3600,832226816.0000,6.0670,0.7451,1.6667,,20625200.0000,18052522.0000,8.4000,2.2238,58.4013,0.2724,-55.2982,2.3812,5.1956,223366.6667,-21.3947,1.2373,3.9008
WGS,-0.1661,44.6130,3.2470,2.9510,-1901000.0000,330143008.0000,0.0275,-0.0522,0.6526,2.0000,6.7939,-1.3900,1748942464.0000,202.9540,5.2975,0.0000,2.0420,28533200.0000,18971157.0000,39.6000,14.4372,94.8934,3.3010,-39.9744,2.7716,2.6594,730413.3333,22.3009,3.8501,2.9665
MBIN,0.1481,,,,,621411968.0000,0.0000,0.6060,0.0000,2.3333,0.8746,5.4300,1407558784.0000,,2.2651,0.0681,1.3200,45881700.0000,29301893.0000,-15.3000,,40.3719,2.3895,-34.1414,1.9729,3.1369,133573.3333,-51.5905,0.4559,5.8648
NHI,0.1031,92.1440,3.1360,3.1360,213419008.0000,343366016.0000,0.7707,0.6255,0.9671,2.1250,2.3017,3.1300,3625485568.0000,18.5130,10.5587,1.1502,,46693100.0000,43889110.0000,-11.7000,,73.7969,-2.0310,-56.4699,2.5368,7.7146,1367296.6667,-69.6065,3.1153,2.4348
AS,0.0323,29.6140,1.5440,0.7020,424700000.0000,5183300096.0000,0.1198,0.1176,0.5540,1.6191,2.8494,0.1400,14267336704.0000,24.7820,2.7526,0.0000,,554502016.0000,130408422.0000,23.2000,,41.5826,0.8598,-31.3611,2.1370,3.0991,93940.0000,-56.5603,0.0720,3.5547
INO,-1.1542,17.3200,2.7690,2.6980,-104076552.0000,217756.0000,0.0000,-174.1077,0.0000,,0.8983,-3.9500,62528320.0000,0.1270,287.1486,0.0000,1.4070,36673500.0000,33104634.0000,14.0000,11013.7691,94.1340,-1.9704,-82.8365,4.1982,8.3944,392366.6667,-25.4205,1.1852,12.0582
CL,4.5126,1128.1040,0.8470,0.4430,4025999872.0000,19946999808.0000,0.2437,0.2177,0.6081,2.2273,203.6161,3.5300,73926508544.0000,16.6360,3.7061,0.5666,0.3920,810419968.0000,759614881.0000,-3.0000,,61.7581,1.9974,-29.0536,2.6066,5.1352,2275100.0000,-60.6473,0.2995,2.0820
CLDT,0.0051,53.9750,0.9570,0.6220,73825000.0000,316104000.0000,0.2929,0.0580,0.4776,2.0000,0.4587,-0.0800,364135840.0000,8.4720,1.1519,9.3333,1.4270,48982500.0000,47800720.0000,3.9000,,54.4622,-0.9333,-52.0566,3.0796,4.8948,397486.6667,-68.5109,0.8315,2.7561
VRDN,-0.4848,3.4420,15.4250,14.9890,-232319008.0000,302000.0000,0.0000,-1214.8889,0.0000,1.5294,2.0319,-3.0700,988051200.0000,-1.8880,3271.6926,0.0000,0.6170,81589696.0000,72626721.0000,0.0000,99944.4444,49.8956,2.9823,-73.5106,4.7063,4.3314,2228343.3333,-53.8462,3.0682,5.1970
TSCO,0.4962,257.3880,1.4060,0.0890,1380201984.0000,14955348992.0000,0.1281,0.0719,0.3632,2.3333,12.1033,2.0100,27088443392.0000,17.1020,1.8113,0.4419,0.8170,531615008.0000,529938070.0000,2.1000,,42.0315,-0.0962,-21.6849,1.5579,3.8144,654620.0000,-77.2518,0.1235,1.2977
CRBP,-0.5934,2.2740,12.9440,12.6130,-41794000.0000,,0.0000,0.0000,0.0000,,0.5588,-3.6800,79937424.0000,1.1440,,0.0000,3.2000,12232200.0000,7526368.0000,,,130.9096,-5.5323,-87.6923,5.6544,18.1234,1524733.3333,196.6540,20.2586,11.1111
LC,0.0386,5.6600,3.9660,3.4530,-2126914048.0000,1195590016.0000,0.1043,0.0524,0.2368,1.7778,0.8465,0.4400,1155132928.0000,2.8720,0.9662,0.0000,2.3590,114200000.0000,110787541.0000,13.1000,,122.3765,-1.0824,-69.1269,4.5156,7.2977,2724273.3333,8.4659,2.4590,6.9052
GNW,0.0385,22.8180,11.9320,1.1260,229000000.0000,7216999936.0000,0.0900,0.0851,0.0849,,0.3297,0.5300,2861825536.0000,6.3460,0.3965,0.0000,0.9960,414456992.0000,405239443.0000,-4.2000,,47.8651,-0.5187,-29.7319,2.0402,4.3424,497576.6667,-64.8936,0.1228,4.8300
CRCT,0.1255,3.2580,2.8530,2.1580,264968000.0000,712537984.0000,0.1183,0.0686,0.4951,,2.3126,0.2900,1071586560.0000,8.9920,1.5039,0.6897,-0.0710,51629000.0000,46893635.0000,-9.5000,7.6399,77.5855,-2.1116,-79.8165,6.9701,7.4824,320266.6667,-58.4613,0.6830,9.0226
IIIV,-0.0137,6.8460,0.9370,0.8380,45499000.0000,236560000.0000,0.1437,0.0661,0.9153,1.5714,1.6350,-0.1700,874879360.0000,20.0960,3.6983,0.0000,1.3070,23428300.0000,21602048.0000,12.1000,,17.1643,-4.0488,-68.3344,4.6612,1.9722,249886.6667,50.2687,1.1568,2.9390
ASGN,0.0865,75.1130,2.3680,2.1870,343500000.0000,4019000064.0000,0.0925,0.0481,0.2893,2.5714,1.2876,3.5000,2303879936.0000,9.4730,0.5732,0.0000,1.0820,43800000.0000,42257802.0000,-7.7000,,63.3347,-0.4952,-44.6698,3.1516,5.6334,2397370.0000,-79.1207,5.6732,2.5449
PACB,-0.5130,132.7360,7.4760,6.2970,-206058000.0000,154014000.0000,-1.6198,-2.2786,0.3095,2.2143,0.6421,-1.5900,331545312.0000,-2.4580,2.1527,0.0000,2.1910,300040992.0000,295674928.0000,-32.8000,70.0235,95.2631,0.4513,-86.0990,5.1397,8.3175,787016.6667,-43.7828,0.2662,10.1072
VIRT,0.4105,418.9330,1.1050,1.1020,1009369024.0000,2401574912.0000,0.0000,0.3336,0.5456,2.4444,2.7149,3.4600,6394591232.0000,,2.6627,0.2775,0.6670,85911696.0000,80103331.0000,37.5000,,38.4239,-0.7760,-24.0934,2.0410,3.7791,281726.6667,-63.6403,0.3517,2.6263
BOKF,0.1026,,,,1271492992.0000,2087417984.0000,0.0000,0.3276,0.0000,2.4444,1.0482,8.7100,6050248704.0000,,2.8984,0.2572,0.8530,64261800.0000,22177398.0000,12.3000,,51.7198,-0.4471,-28.9092,2.0099,5.1489,685616.6667,-48.4534,3.0915,1.8177
URG,-0.5122,11.7830,5.9860,4.8260,-71918000.0000,33706000.0000,-1.7566,-1.0389,-1.4977,,1.8934,-0.1700,261982880.0000,-3.4410,7.7726,0.0000,1.0220,364819008.0000,314054660.0000,316.3000,43.1687,51.2983,-0.4006,-53.8083,2.0745,4.6104,420740.0000,-45.5721,0.1340,5.2632
LLYVK,,,108.3330,108.3330,-14000000.0000,,0.0000,0.0000,0.0000,,-18.8079,-0.3400,6732895232.0000,,,0.0000,,63729100.0000,58476995.0000,,,108.0892,-0.1923,-70.9338,4.1871,8.8689,7780760.0000,-21.8016,13.3057,2.8487
MP,-0.0541,87.1160,6.2880,5.5710,13349000.0000,203855008.0000,-0.4133,-0.6804,0.0553,1.5454,3.7577,-0.5700,3970225152.0000,-49.6870,19.4757,0.0000,2.2410,163451008.0000,119909383.0000,48.0000,1.9086,79.2112,-0.6448,-65.1970,3.9661,6.8351,2365723.3333,-64.2767,1.9729,3.7670
BSY,0.2435,137.0290,0.5430,0.4650,435292000.0000,1353095040.0000,0.2744,0.1853,0.8103,2.0000,13.2134,0.7200,13232240640.0000,40.9710,9.7792,0.3333,1.0520,291190016.0000,145668142.0000,12.6000,22.0395,47.7906,-0.1113,-45.8753,1.9742,4.7805,2483213.3333,-28.7596,1.7047,2.3240
ABR,0.0799,318.8940,2.5400,2.4650,352108992.0000,612892992.0000,0.0000,0.3922,0.8915,3.2500,0.8334,1.0300,1978287232.0000,,3.2278,1.6699,1.4330,192160000.0000,184698650.0000,-9.2000,,47.2330,-3.2599,-56.7123,3.2412,5.5092,1787416.6667,-3.9106,0.9677,3.7135
NTRS,0.1768,,,,3716400128.0000,8577099776.0000,0.0000,0.2689,0.0000,3.0667,1.5735,10.7100,18872229888.0000,,2.2003,0.2801,1.1950,194539008.0000,191527118.0000,17.1000,,29.1802,1.9740,-9.4875,1.3627,2.2523,1470533.3333,-62.2023,0.7678,1.1164
FLGT,-0.0372,0.7370,6.3230,6.0800,9363000.0000,292448000.0000,-0.1632,-0.2695,0.3880,2.6667,0.5202,-1.3300,582994944.0000,-5.8460,1.9935,0.0000,1.0060,30443600.0000,27165429.0000,13.9000,16.8724,84.3966,-0.8829,-79.9279,4.8463,7.8938,431060.0000,-30.2022,1.5868,6.3506
ZWS,0.1049,35.9750,2.8750,1.6170,282500000.0000,1581500032.0000,0.2218,0.1659,0.4539,2.2500,3.7535,0.9600,5801328640.0000,17.8470,3.6682,0.3542,0.7910,168252000.0000,149138809.0000,4.0000,,61.6683,1.2787,-21.7204,2.3063,7.3900,1149270.0000,48.3578,0.7706,5.8177
BIGC,-0.9178,661.0450,2.8550,2.5710,26254000.0000,332927008.0000,-0.0386,0.0093,0.7670,2.7692,11.9647,-0.3500,404122240.0000,-34.3420,1.2138,0.0000,1.1810,79473400.0000,60632040.0000,3.4000,22.7088,99.6976,-0.8051,-66.0592,6.1425,7.3827,2820140.0000,-23.3273,4.6512,7.6503
FIZZ,0.4081,13.8250,2.9480,2.0070,207063008.0000,1185040000.0000,0.2120,0.1894,0.3711,,10.1074,1.9900,4095415552.0000,15.9260,3.4559,0.0000,0.8450,93620200.0000,23691539.0000,-1.1000,,58.5370,-1.3072,-31.6241,1.8817,6.1750,1886606.6667,-39.0447,7.9632,5.8333
ACA,0.0394,72.1600,1.8490,1.0420,502000000.0000,2569900032.0000,0.1637,0.0800,0.2005,,1.7016,1.9100,4129846784.0000,13.4610,1.6070,0.1047,0.9990,48775800.0000,47974631.0000,14.4000,,41.4395,-2.8102,-37.5011,2.1322,4.9101,461546.6667,31.6341,0.9621,4.2675
TRGP,0.4198,630.0270,0.6490,0.4860,3727699968.0000,16380600320.0000,0.2478,0.1191,0.3442,1.4546,13.7798,5.4300,33698215936.0000,12.4400,2.0572,0.5525,1.2200,216932000.0000,213385023.0000,-0.0000,,60.6860,-0.2963,-37.6173,3.4464,6.2177,1065630.0000,0.1922,0.4994,3.2531
IDYA,-0.3267,1.8100,14.9710,14.6800,-247584000.0000,7000000.0000,0.0000,-20.5911,0.0000,1.3077,1.5203,-3.3600,1630257024.0000,-3.4960,232.8939,0.0000,0.2500,87577600.0000,86629628.0000,78.5000,2002.6143,50.3328,-0.8853,-31.2119,2.4444,5.9742,3420430.0000,-79.5506,3.9483,2.3478
FIVN,-0.0090,185.8060,2.0150,1.8200,159199008.0000,1074632960.0000,0.0382,-0.0194,0.5469,1.7826,2.9094,-0.0600,1933495168.0000,51.5510,1.7992,0.0000,1.2310,76272000.0000,75225562.0000,13.2000,14.6941,53.2023,-0.7397,-72.0941,3.1702,5.0526,2375703.3333,6.9286,3.1581,1.7831
FIS,0.0455,73.5100,0.8510,0.5210,2071000064.0000,10126999552.0000,0.2691,0.0946,0.3756,2.0357,2.5742,1.4200,40014749696.0000,19.1540,3.9513,1.0141,1.0960,525817984.0000,528287903.0000,3.4000,,33.8283,1.3549,-37.5262,2.5703,3.0503,4835530.0000,-57.9291,0.9153,1.4839
ANF,0.4781,70.4210,1.4850,0.8820,710376000.0000,4948587008.0000,0.1826,0.1669,0.6415,2.0833,2.5606,10.6900,3275868416.0000,3.8430,0.6620,0.0000,1.4650,47638600.0000,47675675.0000,9.1000,,55.6963,-0.4308,-25.8545,2.3045,3.1202,497930.0000,-19.7423,1.0444,2.5274
ARAY,0.0149,289.6670,1.6390,0.8200,22450000.0000,465251008.0000,0.0410,0.0373,0.3152,1.2500,2.6867,0.0000,133401832.0000,11.4240,0.2867,0.0000,1.3080,103013000.0000,99675750.0000,16.8000,9.4593,160.7206,-1.7677,-81.7328,6.6487,8.4381,454580.0000,-45.4787,0.4561,6.3275
TREX,0.2890,30.0400,0.9310,0.2620,143928992.0000,1151448960.0000,0.3126,0.0922,0.4218,2.3158,7.3620,2.0900,6262720000.0000,18.5840,5.4390,0.0000,1.6300,107220000.0000,106584418.0000,-14.4000,,60.2716,2.3083,-48.0417,3.2415,4.9331,795713.3333,-21.1492,0.7466,2.4055
FICO,,,2.1120,1.8620,708723968.0000,1840360960.0000,0.4495,0.4925,0.8083,2.1579,-45.0850,23.3000,50657026048.0000,64.1230,27.5256,0.0000,1.3960,24341700.0000,23648926.0000,15.0000,9.0302,38.3612,-0.5084,-14.1070,1.6095,3.6352,1875183.3333,-72.4298,7.9293,1.4768
FIBK,0.0663,,,,,931299968.0000,0.0000,0.2975,0.0000,2.7500,0.8321,2.1100,2796900608.0000,,3.0032,0.8910,0.7300,104910000.0000,84963462.0000,-0.3000,,70.2798,-0.5878,-60.6642,3.9403,5.6399,3426016.6667,-65.3991,4.0323,3.3349
MANH,0.8960,9.2390,1.1240,1.0290,315524992.0000,1050587008.0000,0.2631,0.1583,0.5562,1.6000,45.3592,3.5000,11117827072.0000,39.5430,10.5825,0.0000,1.1340,60715000.0000,60130303.0000,16.6000,13.4322,24.8941,-2.8725,-14.0875,1.1478,2.7918,1611680.0000,-10.1810,2.6803,2.1229
APOG,0.1774,72.1300,1.5490,1.0660,125162000.0000,1360994048.0000,0.1359,0.0560,0.2675,2.3333,1.7439,3.8900,850881664.0000,6.2810,0.6252,0.2596,0.9830,21419300.0000,20892804.0000,-4.5000,,35.1784,-0.6564,-23.0858,1.6865,3.4182,100126.6667,-55.3943,0.4792,2.0513
OUT,0.3417,511.8620,0.7410,0.6760,299200000.0000,1830899968.0000,0.2067,0.2105,0.4817,2.3750,3.8717,1.5500,2591302144.0000,17.7370,1.4153,0.5960,1.8400,167072992.0000,145129356.0000,-1.6000,,86.1791,2.0319,-50.2890,3.5351,5.5605,209643.3333,-17.6335,0.1445,3.0004
EWTX,-0.3440,1.0320,19.9280,19.7050,-109028000.0000,,0.0000,0.0000,0.0000,1.7000,3.1743,-1.4500,1616027648.0000,-7.0760,,0.0000,0.3660,105141000.0000,67268245.0000,,,59.4374,-0.7739,-34.6041,3.0626,6.8598,597426.2000,8.9639,0.8881,9.0231
ELAN,0.0549,72.9000,2.4450,1.1220,541000000.0000,4439000064.0000,0.1980,0.0137,0.5488,2.1429,0.7795,0.6800,4770960896.0000,9.9530,1.0748,0.0000,1.4980,496457984.0000,490780682.0000,-1.4000,7.9412,66.3533,-1.1673,-59.9829,2.7532,8.3722,3414313.3333,-49.5462,0.6957,2.5389
UFPI,0.1179,7.1810,4.9630,3.3180,550561984.0000,6608862208.0000,0.0920,0.0578,0.1769,2.0000,1.8276,6.1100,5980255232.0000,8.7830,0.9049,0.2193,1.5410,60824400.0000,59453062.0000,-2.7000,,104.6998,-0.5483,-56.1250,4.0775,8.7644,1080353.3333,-65.1774,1.8172,2.7151
