ticker,roe,debt_to_equity,current_ratio,quick_ratio,oper_cash_flow,total_revenue,ebitda_margin,operating_margin,gross_margin,analyst_rating,pb_ratio,eps,market_cap,ev_to_ebitda,price_to_sales,payout_ratio,beta,shares_outstanding,float_shares,revenue_growth,rnd_to_revenue,hist_volatility,sharpe_ratio,max_drawdown,stddev_returns,value_at_risk,avg_volume_30d,volume_growth,turnover_ratio,bid_ask_spread
ACDC,-0.1684,111.6270,0.8700,0.5210,367300000.0000,2190899968.0000,0.2180,-0.0972,0.3176,3.5000,0.7285,-1.3800,733615232.0000,4.4690,0.3348,0.0000,1.1460,160178000.0000,95003430.0000,-7.0000,,60.6781,-4.9478,-69.4836,5.3504,7.1238,673510.0000,6.2481,0.7089,3.8314
IR,0.0811,46.1070,2.3820,1.6310,1491500032.0000,7281699840.0000,0.2674,0.1900,0.4380,2.0000,2.9299,2.0200,30721689600.0000,17.6390,4.2190,0.0396,1.4200,403463008.0000,402062717.0000,2.8000,,53.4272,-0.9194,-29.1006,1.9850,4.6971,3638706.6667,-65.4324,0.9050,2.8311
ADBE,0.4728,50.1180,1.1850,1.0270,9363999744.0000,22037000192.0000,0.3932,0.3785,0.8915,1.8718,12.7831,15.1300,164006019072.0000,18.6420,7.4423,0.0000,1.5510,426200000.0000,425002378.0000,10.3000,17.9559,36.0204,-0.1538,-29.5381,1.6716,4.5817,3508593.3333,-57.0860,0.8255,0.9029
UVE,0.1695,24.3900,0.5810,0.2600,241211008.0000,1547443968.0000,0.0680,0.1445,0.2906,2.0000,1.7108,2.3100,721489408.0000,4.0570,0.4662,0.2771,0.8300,28144700.0000,25784185.0000,7.3000,,54.3048,1.4996,-26.5200,2.1449,4.9705,286820.0000,-22.9391,1.1124,4.5656
UTZ,0.0246,74.5690,1.3170,0.7560,95013000.0000,1414841984.0000,0.0885,0.0142,0.3488,2.0000,1.4358,0.3300,1041778048.0000,20.8900,0.7363,0.7273,1.2160,86061800.0000,72579319.0000,1.6000,,38.9535,0.1876,-17.9630,2.1806,3.4801,343866.6667,27.5297,0.4738,11.7288
CYTK,,,6.1660,6.0810,-395889984.0000,18474000.0000,0.0000,-8.2141,0.0000,1.6818,-30.3231,-5.2600,4138207488.0000,-7.9540,224.0017,0.0000,0.8100,119188000.0000,117845870.0000,912.4000,,103.9825,-0.2998,-50.6276,4.2807,8.1856,2791410.0000,1.4570,2.3687,6.5548
RDUS,-0.4083,103.2650,1.8080,0.7360,21029000.0000,2743781120.0000,0.0039,-0.0427,0.0548,,1.5282,-9.9900,829420800.0000,131.3820,0.3023,1.9547,1.0240,28002000.0000,24461835.0000,3.5000,,49.4534,-1.8446,-33.3048,3.2032,5.3454,404596.6667,-39.4562,1.6540,2.2118
LYFT,0.0348,164.0030,0.7600,0.5980,849737024.0000,5786015744.0000,0.0047,-0.0043,0.3526,2.6087,7.1281,0.0600,5498151936.0000,175.2770,0.9502,0.0000,2.1480,411816992.0000,381574930.0000,26.6000,6.0503,78.3373,-2.4469,-53.6953,2.6218,10.1288,4444406.6667,-49.3549,1.1648,2.0067
AFG,0.2034,38.5360,2.1450,0.8590,1152000000.0000,8009999872.0000,0.1647,0.1715,0.1926,,2.4423,10.5700,10866865152.0000,8.4010,1.3567,0.2772,0.7100,83668496.0000,66057805.0000,4.7000,,62.0791,2.5306,-59.2993,3.6821,3.8895,2902530.0000,-25.3081,4.3939,4.4461
HOV,0.3473,136.2290,4.2780,0.3600,56765000.0000,3084345088.0000,0.0917,0.0612,0.1931,,0.8720,32.4600,591887488.0000,6.1860,0.1919,0.0000,2.2790,5195300.0000,4860169.0000,13.4000,,86.2525,0.2916,-60.7401,3.6981,7.4758,770130.0000,-53.0016,15.8457,5.9636
PGEN,-1.6080,14.2860,4.7590,4.6040,-68173000.0000,3925000.0000,0.0000,-19.1067,0.0000,,10.5303,-0.4700,410279328.0000,-4.2440,104.5298,0.0000,1.8200,295164992.0000,147094997.0000,-3.1000,988.0672,127.7299,-0.8920,-88.1100,11.6981,14.2859,3439243.3333,-63.6016,2.3381,11.2360
NVCR,-0.4552,192.4890,1.4650,1.4090,-30460000.0000,621710976.0000,-0.2469,-0.2443,0.7732,1.8571,5.2510,-1.5100,1900836224.0000,-11.3840,3.0574,0.0000,0.7330,111486000.0000,100741763.0000,11.9000,34.6962,109.4257,-2.3127,-70.1988,4.5773,11.5555,2646486.6667,15.1289,2.6270,21.0917
TECH,0.0783,19.0100,3.9360,2.4530,304716992.0000,1196016000.0000,0.2588,0.1776,0.6622,,3.6735,0.9800,7643554304.0000,26.1370,6.3908,0.3265,1.4570,158088000.0000,156266513.0000,9.0000,8.4220,38.9667,0.5009,-13.6935,1.5158,3.3824,680750.0000,-30.5562,0.4356,1.4538
VIR,-0.3809,8.5090,8.7120,7.6080,-446352000.0000,74205000.0000,0.0000,-8.3333,0.0000,,0.6834,-3.8300,792487360.0000,-0.0710,10.6797,0.0000,1.3580,138064000.0000,93176520.0000,-26.3000,940.6189,45.4161,-3.7590,-32.6514,2.5166,5.7496,687210.0000,-67.6294,0.7375,1.9840
TPR,0.3982,307.2650,1.5830,0.8950,979299968.0000,6776399872.0000,0.2230,0.2497,0.7477,1.9546,11.3901,3.4400,15232164864.0000,12.0940,2.2478,0.4070,1.4290,207015008.0000,205920363.0000,5.3000,,60.1371,0.3278,-25.2938,2.9707,4.1765,1267556.6667,-33.2457,0.6156,3.2375
LINC,0.0573,99.6060,1.2330,1.1340,29306000.0000,440064000.0000,0.0624,0.1018,0.5870,1.2000,3.2157,0.3200,575620800.0000,25.3180,1.3080,0.0000,1.6300,31592800.0000,27035545.0000,16.4000,,51.5730,-3.5201,-45.0820,1.7172,4.4746,782884.0000,-41.7283,2.8958,3.0049
NABL,0.0421,48.6240,1.2250,1.1370,79437000.0000,466147008.0000,0.2097,0.1091,0.8345,2.3333,1.7585,0.1600,1345373824.0000,16.7640,2.8862,0.0000,0.5700,188956992.0000,74835785.0000,7.5000,19.9521,132.2054,-1.5539,-66.9447,5.5288,11.8856,591763.3333,-66.5186,0.7907,3.6215
DVN,0.2186,62.9490,1.0360,0.8410,6600000000.0000,15171000320.0000,0.4871,0.2240,0.5283,1.8461,1.3850,4.5600,19840202752.0000,3.8590,1.3078,0.3180,1.0460,643329024.0000,643022084.0000,17.6000,,34.8014,3.3115,-71.3626,2.8941,2.7801,4857626.6667,-62.8080,0.7554,2.3018
ROIV,-0.1464,1.8120,37.9120,37.3910,-775342976.0000,122585000.0000,0.0000,-29.2172,0.0000,1.5000,1.5511,-1.0000,7981045760.0000,-2.9660,65.1062,0.0000,1.2270,713548992.0000,370524827.0000,-42.1000,1570.1375,43.7311,-1.9355,-31.5789,2.0929,4.7633,1920516.6667,-26.3731,0.5183,3.5476
ONTF,-0.2483,2.1250,2.5890,2.3960,4806000.0000,148080992.0000,-0.2959,-0.3105,0.7460,,1.2335,-1.0100,198780656.0000,-0.4560,1.3424,0.0000,0.5660,42474500.0000,26170950.0000,-6.8000,24.2094,39.5937,-1.5978,-56.2143,3.1746,4.3833,95816.6667,-64.4165,0.3661,2.7209
HUBB,0.2592,61.4420,1.1670,0.6510,936400000.0000,5594599936.0000,0.2334,0.1726,0.3421,2.3333,5.6899,14.7800,18557118464.0000,15.7240,3.3170,0.3435,0.9650,53372600.0000,53110536.0000,-2.4000,,29.1802,1.9740,-9.4875,1.3627,2.2523,1470533.3333,-62.2023,2.7688,1.1164
SITE,0.0764,67.6670,2.3580,0.8640,253100000.0000,4575200256.0000,0.0738,-0.0314,0.3429,2.1818,3.4560,2.5200,5343533056.0000,19.0590,1.1679,0.0000,1.6260,44809500.0000,44137854.0000,3.8000,,69.8622,-1.2544,-44.4702,3.2138,5.8913,1903193.3333,-51.7744,4.3119,3.0405
SVC,-0.2652,688.0780,0.9500,0.6540,139391008.0000,1896928000.0000,0.2930,0.0645,0.3142,2.5000,0.4040,-1.6700,344105408.0000,10.8660,0.1814,4.6667,1.7600,166636992.0000,157421537.0000,2.8000,,77.2286,-1.3235,-46.1438,2.9639,9.2630,96686.6667,-30.9331,0.0614,2.2880
SKYW,0.1566,106.8310,0.7560,0.6280,705836992.0000,3672761088.0000,0.2472,0.1469,0.3315,1.8000,1.5401,8.7400,3802046976.0000,6.2920,1.0352,0.0000,1.8840,40467200.0000,39938736.0000,18.0000,,41.4395,-2.8102,-37.5011,2.1322,4.9101,461546.6667,31.6341,1.1556,4.2675
CFR,0.1542,,,,204987008.0000,2038108032.0000,0.0000,0.3534,0.0000,3.0769,1.9895,9.1100,7896161280.0000,,3.8743,0.4138,0.6550,64287900.0000,58991258.0000,8.1000,,50.1989,-0.2527,-31.0002,1.8867,5.3547,2408830.0000,-44.0704,4.0834,1.3756
DCO,0.0478,40.1500,3.2370,1.9800,34180000.0000,786550976.0000,0.1226,0.0679,0.2523,1.4000,1.3269,2.1000,910674368.0000,11.4490,1.1578,0.0000,1.3010,14863300.0000,13612246.0000,2.6000,,79.1362,-0.4446,-30.1811,3.5233,8.3829,309976.6667,-30.7967,2.2772,3.5814
ANAB,-3.4383,1016.8930,8.2460,8.1250,-108784000.0000,111872000.0000,-0.8912,-0.9917,-0.4645,1.6667,17.9643,-5.1200,595020864.0000,-6.1690,5.3188,0.0000,,29573600.0000,17276025.0000,286.8000,98.7846,68.4104,-1.0179,-41.3772,2.2685,5.8276,160013.3333,-24.8016,0.9262,1.6141
NAVI,0.0209,1850.7920,9.8820,9.5970,348000000.0000,699000000.0000,0.0000,-0.0159,1.0057,3.1000,0.4979,0.5200,1286627968.0000,,1.8407,1.2308,1.3950,101150000.0000,70346395.0000,-54.2000,,51.3083,2.3072,-45.2361,2.5363,3.7085,386813.3333,-50.0534,0.5499,2.0467
TDW,0.1615,57.2820,2.0680,1.9400,305056992.0000,1358114944.0000,0.3310,0.2175,0.4887,2.0000,1.9087,3.4000,2098796032.0000,5.0020,1.5454,0.0000,,50853400.0000,48525699.0000,3.8000,,52.6059,0.1260,-46.6130,2.6916,4.9390,1344333.3333,-57.5476,2.7704,4.1113
GTLS,0.0903,120.8680,1.5080,1.0970,538099968.0000,4211099904.0000,0.2303,0.1521,0.3387,1.5238,2.2678,5.0200,6911790592.0000,10.9600,1.6413,0.0000,1.6970,45699300.0000,44653654.0000,5.3000,,69.4665,-1.6188,-39.8266,4.0655,7.5884,3011023.3333,-41.4113,6.7431,3.0769
HVT,0.0697,71.3060,1.8090,0.8700,61928000.0000,720468992.0000,0.0620,0.0214,0.6095,0.0000,0.9945,1.2800,304118176.0000,9.4090,0.4221,1.0000,1.3010,14907900.0000,13497144.0000,-1.3000,,51.2983,-0.4006,-53.8083,2.0745,4.6104,420740.0000,-45.5721,3.1173,5.2632
MSTR,-0.2968,24.4420,0.6600,0.5340,-84008000.0000,459276000.0000,0.0000,-53.3143,0.7095,1.6429,3.1624,-22.2300,104662384640.0000,-14.6720,227.8856,0.0000,3.8090,253762000.0000,245984813.0000,-3.6000,21.9896,71.2876,0.8306,-50.4160,3.2614,8.0577,12327423.3333,-28.8014,5.0115,5.6709
FRSH,-0.0685,3.7540,2.8930,2.6860,178000000.0000,751550016.0000,-0.1168,-0.0510,0.8439,2.0588,4.0310,-0.2400,4232374528.0000,-37.8430,5.6315,0.0000,0.9730,241552992.0000,215489108.0000,18.9000,20.3803,44.2436,-2.2220,-34.4757,2.3483,5.6099,1224213.3333,-43.4293,0.5681,2.8213
TNET,1.6214,1617.4600,1.0800,0.3200,283000000.0000,4999000064.0000,0.0540,0.0871,0.1742,2.5000,60.9562,3.3600,3841202432.0000,16.9400,0.7684,0.3051,0.9090,48399200.0000,29622709.0000,0.8000,1.5480,33.2281,3.3914,-31.1625,3.6058,2.7488,1034570.0000,-42.7390,3.4925,3.2357
MIR,-0.0063,46.2200,2.2270,1.5800,128700000.0000,870200000.0000,0.2148,0.0431,0.4721,1.4000,2.1938,-0.0500,3681296384.0000,20.7560,4.2304,0.0000,0.7400,223996000.0000,188037106.0000,4.9000,4.3069,69.9412,-0.5774,-67.8094,6.9887,6.6445,1202346.6667,-57.7656,0.6394,6.5980
MGY,0.2091,20.6830,1.3340,1.3290,934408000.0000,1346769024.0000,0.7078,0.3877,0.8307,2.4706,2.0293,2.0200,4024589568.0000,4.2530,2.9883,0.2673,1.2500,186948992.0000,176904166.0000,9.7000,,69.2990,0.2203,-29.4095,2.6775,8.0142,1908940.0000,-64.9778,1.0791,2.9606
MDB,-0.0670,2.6600,5.2020,4.8570,150191008.0000,2006443008.0000,-0.0998,-0.0338,0.7332,1.7500,4.9738,-1.7300,13962254336.0000,-58.7990,6.9587,0.0000,1.4920,81187696.0000,78753657.0000,19.7000,27.4253,51.2578,-0.5460,-39.5491,2.1489,4.1247,968926.6667,-10.8564,1.2303,2.4440
SLM,0.2760,256.0540,1.3410,1.3320,-398735008.0000,1449129984.0000,0.0000,0.7228,1.0000,1.6364,3.0468,2.8600,6522324480.0000,,4.5009,0.1678,1.0610,209856000.0000,196939665.0000,1.6000,,93.7720,-0.4653,-51.7553,3.2979,8.5751,70090236.6667,-20.3577,35.5897,2.0029
TKO,0.0007,34.8150,1.2970,1.1140,583409984.0000,2804340992.0000,0.2410,0.1587,0.6791,1.4737,3.3118,0.0200,13607251968.0000,30.6960,4.8522,0.0000,,81553800.0000,68427731.0000,4.6000,,36.0706,2.1080,-25.0707,1.5974,2.7910,1157393.3333,-35.1055,1.6914,3.2774
FLWS,-0.0152,56.1500,1.5140,0.9480,33546000.0000,1757899008.0000,0.0208,0.1174,0.4011,1.0000,0.7198,-0.1100,355530720.0000,10.5510,0.2022,0.0000,1.5860,36532900.0000,15327245.0000,-5.7000,2.0597,83.5806,-0.2572,-77.8894,4.4255,6.5112,2396310.0000,-25.7821,15.6343,7.7922
MDU,0.0647,85.9860,0.9820,0.4780,502318016.0000,1757977984.0000,0.2673,0.0321,0.3253,1.8000,1.3271,0.8800,3581922816.0000,12.3850,2.0375,0.5795,0.4450,204331008.0000,201787247.0000,-236.8696,,38.4239,-0.7760,-24.0934,2.0410,3.7791,281726.6667,-63.6403,0.1396,2.6263
BRBR,,,2.9190,1.2080,160300000.0000,2192100096.0000,0.2065,0.1617,0.3578,1.5625,-33.3804,2.1200,8487203840.0000,24.2610,3.8717,0.0000,,128283000.0000,126433404.0000,18.9000,,68.9458,-0.9594,-31.1333,2.7534,4.5129,1364180.0000,-67.8734,1.0790,1.7333
THC,0.2882,152.2020,1.7780,1.5290,2276000000.0000,20519999488.0000,0.2044,0.1888,0.4038,1.6818,3.2872,15.5900,13743728640.0000,6.7900,0.6702,0.0000,1.6300,92885000.0000,92150280.0000,-2.7000,,35.7660,0.7697,-16.3971,1.5141,3.2076,1949156.6667,-6.2470,2.1152,1.9104
VPG,0.0302,17.2020,4.4670,2.4600,19815000.0000,306521984.0000,0.1088,0.0076,0.4098,1.0000,1.0238,0.7400,330106752.0000,9.2160,1.0769,0.0000,0.8630,12234500.0000,11049197.0000,-18.8000,,77.2286,-1.3235,-46.1438,2.9639,9.2630,96686.6667,-30.9331,0.8751,2.2880
SOC,-1.7397,221.6240,2.9440,2.4890,-185442000.0000,,0.0000,0.0000,0.0000,,4.6095,-2.5100,1771580416.0000,-9.8930,,0.0000,0.4290,89338400.0000,57569685.0000,,,31.0630,1.6662,-27.7042,1.6031,2.9731,617830.0000,-24.5019,1.0732,1.6744
DLB,0.1031,1.5650,3.0370,2.5600,419110016.0000,1320184064.0000,0.2777,0.3030,0.8892,1.3333,2.7788,2.6400,7152128512.0000,18.0060,5.4175,0.4773,0.9490,61405600.0000,60696539.0000,1.4000,16.6974,37.9278,0.4156,-21.8258,1.6570,3.8027,335010.0000,-36.3751,0.5519,1.6603
COIN,0.3115,45.0490,2.2810,1.1100,2556844032.0000,6293245952.0000,0.3438,0.3255,0.8573,2.2759,4.8456,9.4700,49990524928.0000,21.5860,7.9435,0.0000,3.6250,210155008.0000,207401753.0000,142.9000,16.2302,41.8241,-0.9013,-20.6652,1.5573,4.8009,590733.3333,-59.8700,0.2848,1.5586
ANNX,-0.5084,9.8850,10.3720,10.2260,-118006000.0000,,0.0000,0.0000,0.0000,,0.6287,-1.0100,184868080.0000,0.5560,,0.0000,1.2430,109714000.0000,76592818.0000,,,86.0169,0.3202,-79.0770,4.3854,6.5753,200350.0000,-57.4608,0.2616,5.0209
BRCC,-0.3663,225.6150,1.2960,0.4210,2253000.0000,383072000.0000,0.0163,-0.0604,0.3954,1.8000,12.4289,-0.0400,138738256.0000,50.3680,0.3622,0.0000,,78609696.0000,48277351.0000,-8.6000,,45.4897,0.7750,-77.7321,2.4604,5.0536,77030.0000,-5.1896,0.1596,6.6158
ARW,0.0663,47.4120,1.4310,1.0040,1078882048.0000,27813081088.0000,0.0394,0.0248,0.1176,3.3333,1.0120,7.2700,5997153280.0000,7.9780,0.2156,0.0000,1.1060,51874000.0000,51414383.0000,-1.6000,,47.7906,-0.1113,-45.8753,1.9742,4.7805,2483213.3333,-28.7596,4.8298,2.3240
IMMR,0.1955,56.8860,1.5500,0.6330,-44181000.0000,163132992.0000,0.3530,0.0407,0.7481,,0.7059,1.8000,225316960.0000,11.2910,1.3812,0.0835,1.3930,32396400.0000,28780666.0000,4473.8150,,258.4944,-1.4856,-88.0572,7.1005,18.4291,2895196.6667,-1.6978,10.0595,18.4270
APH,0.2753,69.0960,1.9890,1.2180,2980100096.0000,16777400320.0000,0.2654,0.2348,0.3441,1.9444,9.3502,2.0600,96512212992.0000,23.0300,5.7525,0.2937,1.1030,1211779968.0000,1201893935.0000,47.7000,,34.1651,-4.9812,-43.4802,1.9039,4.4643,15274480.0000,10.0217,1.2709,4.9383
MED,-0.0332,6.9260,3.5240,2.7160,20600000.0000,543452032.0000,0.0348,-0.0109,0.7389,3.0000,0.6268,-0.6400,140519936.0000,-0.7670,0.2586,0.0000,0.9770,10991000.0000,9177509.0000,-33.8000,,55.1932,-1.4724,-61.7054,2.4213,5.3634,680043.3333,-56.2208,7.4099,3.6364
IHRT,,,1.5650,1.4400,71429000.0000,3854532096.0000,0.1477,0.0940,0.5878,2.8000,-0.1216,-6.6800,154773312.0000,10.1260,0.0402,0.0000,1.7320,126376000.0000,140986494.0000,4.8000,,88.0849,-6.0886,-76.5188,4.6675,11.4091,419413.3333,-3.7203,0.2975,4.5977
PGRE,-0.0148,89.7090,8.6990,7.0590,203910000.0000,711729024.0000,0.4623,0.1831,0.5650,3.3333,0.3281,-0.3100,1099606144.0000,15.9890,1.5450,15.1250,1.1400,219224992.0000,184488869.0000,0.7000,,155.9289,-1.0689,-69.2383,8.9974,12.6948,34273600.0000,-21.3296,18.5776,4.8876
HUM,0.1010,77.0750,1.9080,1.4740,2873999872.0000,120262000640.0000,0.0341,0.0635,0.1512,2.4231,1.7161,14.1700,30461706240.0000,5.5270,0.2533,0.2498,0.4990,120693000.0000,120431570.0000,8.4000,,53.4272,-0.9194,-29.1006,1.9850,4.6971,3638706.6667,-65.4324,3.0214,2.8311
OSK,0.1524,34.8960,1.7650,0.8160,511000000.0000,10499200000.0000,0.1134,0.0766,0.1809,2.1250,1.3419,9.3600,5694267392.0000,5.9090,0.5424,0.2019,1.3630,64626800.0000,63920549.0000,-9.1000,,104.6998,-0.5483,-56.1250,4.0775,8.7644,1080353.3333,-65.1774,1.6902,2.7151
CFG,0.0637,,,,1234000000.0000,7116000256.0000,0.0000,0.2626,0.0000,2.0000,0.7371,3.1500,16617428992.0000,,2.3352,0.5333,1.0720,433648992.0000,429585826.0000,-0.3000,,34.4549,2.8889,-14.4236,2.0012,1.8010,406246.6667,-64.5040,0.0946,1.1049
GATX,0.1184,350.3410,2.7780,2.7760,628700032.0000,1627200000.0000,0.5699,0.3212,0.7381,2.6667,2.0379,7.9000,5195466752.0000,14.4770,3.1929,0.2975,1.1940,35675800.0000,35476716.0000,11.0000,,35.7351,0.7264,-16.5032,1.6713,3.5164,1713510.0000,-72.1905,4.8300,1.2750
MTSR,-1.0840,3.4110,5.3360,5.2360,-100039000.0000,,0.0000,0.0000,0.0000,1.0000,-1.3416,-2.0300,2324756480.0000,-20.2330,,0.0000,,105050000.0000,59968968.0000,,,99.6976,-0.8051,-66.0592,6.1425,7.3827,2820140.0000,-23.3273,4.7027,7.6503
CODI,0.0274,127.8230,4.0740,1.3100,-67636000.0000,2198233088.0000,0.1835,0.0977,0.4578,,1.4800,-1.2500,1299325696.0000,9.7700,0.5911,4.0462,1.2460,75236000.0000,66683894.0000,31.1000,,34.2866,1.2514,-28.3005,2.3868,2.5063,165710.0000,-46.9545,0.2485,4.1582
RUSHA,0.1420,79.1130,1.4360,0.3090,,7783577088.0000,0.0882,0.0495,0.1938,1.0000,1.7494,3.5700,3883286528.0000,7.8090,0.4989,0.1989,0.9340,62551800.0000,70161595.0000,-1.1000,,82.6150,-2.4885,-54.1712,2.8068,5.9304,1823883.3333,-68.0803,2.5995,2.5479
DAR,,95.3590,,,,5675469824.0000,0.1430,0.0478,0.2265,1.5000,1.1762,1.0700,5124721152.0000,11.6160,0.9030,0.0000,1.2500,158146000.0000,156904605.0000,-2.8000,,63.4556,0.0537,-57.3531,2.3904,6.0058,3137526.6667,-35.5187,1.9996,2.5140
DBI,-0.0310,456.4050,1.2450,0.1610,82236000.0000,3009262080.0000,0.0345,-0.0489,0.4273,,0.4932,-0.2000,137448944.0000,13.3160,0.0457,5.0000,1.6960,40242500.0000,27642833.0000,-5.4000,,50.0963,-2.8443,-78.0405,2.8307,6.0620,494600.0000,-45.0402,1.7893,3.1655
NCNO,-0.0307,21.5770,1.2020,1.0640,55199000.0000,540657024.0000,0.0570,-0.0205,0.6007,2.5625,2.3720,-0.3300,2593923584.0000,88.0840,4.7977,0.0000,0.7140,116450000.0000,105418634.0000,14.3000,22.7283,80.7173,0.0900,-78.8408,3.4723,7.5488,745193.3333,-36.1853,0.7069,13.2386
SAH,0.2452,371.2780,1.0920,0.3600,234900000.0000,14491599872.0000,0.0422,0.0321,0.1534,2.2000,1.9531,7.0200,2132411264.0000,9.3970,0.1471,0.1852,1.0490,21931600.0000,14549569.0000,7.9000,,77.9621,0.9092,-47.9281,3.1381,6.7732,352886.6667,-24.2270,2.4254,4.7263
OGN,2.5424,1652.3990,1.6720,0.7700,938000000.0000,6294000128.0000,0.2693,0.2148,0.5718,3.0000,3.8972,2.8800,2128545664.0000,6.2980,0.3382,0.3889,0.7020,259956000.0000,258827854.0000,-6.7000,6.3450,37.9082,-1.6161,-30.5956,1.5293,4.6048,2951113.3333,-52.9890,1.1402,1.5038
TITN,-0.0580,163.2200,1.3450,0.1620,70291000.0000,2702121984.0000,0.0164,-0.0601,0.1464,,0.6593,-1.6300,413001376.0000,30.9050,0.1528,0.0000,1.3510,23085600.0000,18496646.0000,-10.8000,,84.3966,-0.8829,-79.9279,4.8463,7.8938,431060.0000,-30.2022,2.3305,6.3506
NVAX,,,0.9780,0.8930,-87263000.0000,682161984.0000,-0.2689,-1.4209,0.1650,2.1429,-1.5415,-1.2300,970998144.0000,-1.9020,1.4234,0.0000,3.2050,161968000.0000,135577182.0000,-69.7000,118.1959,46.1313,-2.9665,-64.6308,2.4497,5.5777,621596.6667,-41.7358,0.4585,5.5407
TPG,-0.0221,44.0790,5.4220,4.8970,532145984.0000,3500081920.0000,0.0413,0.0012,0.2081,2.2143,6.4485,-0.4200,16803010560.0000,61.8350,4.8007,19.2857,1.5720,110340000.0000,98313852.0000,9.5000,,103.9825,-0.2998,-50.6276,4.2807,8.1856,2791410.0000,1.4570,2.8393,6.5548
GOLF,0.2361,105.9060,2.0600,0.5710,245108000.0000,2457091072.0000,0.1409,-0.0287,0.4834,2.8750,5.1564,3.3700,3928450816.0000,13.7630,1.5988,0.2552,0.9030,60013000.0000,27913715.0000,7.8000,3.6671,46.6546,-0.2568,-53.6052,2.9213,3.6813,227020.0000,-61.8357,0.8133,2.9270
DORM,0.1709,42.0920,2.6150,1.1700,,2048188032.0000,0.1834,0.1577,0.4065,2.2500,2.7584,6.1400,3691406592.0000,10.6850,1.8023,0.0000,,30558000.0000,23167139.0000,8.3000,,60.9156,-2.0817,-39.3082,2.5281,5.5979,1093943.3333,-55.8713,4.7220,2.0564
ABBV,,2021.9680,,,,57366999040.0000,0.4754,0.2984,0.7093,1.9286,100.3556,2.3300,334461042688.0000,14.9830,5.8302,2.6880,0.5510,1768979968.0000,1761471078.0000,8.4000,44.8550,30.2233,2.4186,-17.2947,1.3641,2.4671,2534976.6667,-70.1941,0.1439,1.2596
ALLE,0.4205,133.6360,2.1740,1.4300,728400000.0000,3820199936.0000,0.2414,0.2085,0.4449,2.7500,7.5204,7.1100,12083042304.0000,14.9370,3.1629,0.2739,1.0360,86049296.0000,85494272.0000,5.4000,,51.2578,-0.5460,-39.5491,2.1489,4.1247,968926.6667,-10.8564,1.1333,2.4440
SVV,0.0613,310.6890,0.7430,0.4240,140495008.0000,1553590016.0000,0.1283,0.0281,0.5622,1.7500,4.0748,0.1400,1681587456.0000,14.5610,1.0824,0.0000,,157452000.0000,22929671.0000,4.5000,,29.1282,2.2450,-55.4455,1.7541,3.0307,155260.0000,-84.1073,0.6771,1.1675
BILL,0.0211,46.6020,1.6590,0.6900,312727008.0000,1387696000.0000,0.0057,-0.0599,0.8505,2.0385,1.2038,0.3900,4585871360.0000,527.2130,3.3047,0.0000,1.4470,101947000.0000,92508651.0000,13.8000,23.3852,68.9480,-1.9285,-39.9833,2.3414,8.1595,3720046.6667,-69.1357,4.0213,1.8845
WERN,0.0113,43.4180,1.6650,1.4330,,2973292032.0000,0.1074,-0.0121,0.1989,3.2667,1.0917,0.2900,1567935872.0000,6.9410,0.5273,1.4638,1.0980,61924800.0000,59200725.0000,-7.4000,,95.5756,-0.6065,-75.8579,4.0720,9.8102,1972490.0000,-31.3109,3.3319,8.0060
BURL,0.4255,391.9400,1.1570,0.4760,863376000.0000,10625781760.0000,0.0986,0.1085,0.4330,1.3809,10.9069,7.8000,15033459712.0000,18.3230,1.4148,0.0000,1.7020,62989800.0000,62267232.0000,4.8000,,55.0664,-1.2275,-43.7080,2.0228,7.5670,4893763.3333,-59.3588,7.8593,2.1199
MSI,1.8688,393.3090,1.1980,0.9480,2519000064.0000,10956000256.0000,0.2940,0.2488,0.5142,1.7692,41.7667,12.0000,68544053248.0000,22.5530,6.2563,0.3453,0.9870,166916000.0000,166121286.0000,5.8000,9.2168,37.8228,-2.1151,-19.4258,1.3366,3.9884,1695896.6667,1.7133,1.0209,2.2881
CDNA,0.1954,7.9810,4.1070,3.5460,26776000.0000,346420992.0000,-0.0728,-0.0946,0.6764,1.8750,2.0980,1.1200,799015168.0000,-25.5300,2.3065,0.0000,2.2760,55596700.0000,54227843.0000,17.5000,21.8740,29.9556,4.1015,-20.6832,1.9705,2.2315,66300.0000,-43.0556,0.1223,3.4533
FCX,0.1406,32.1900,2.3220,0.9580,6321999872.0000,24861999104.0000,0.3651,0.2275,0.3846,2.0000,2.9959,1.2200,52989997056.0000,7.5840,2.1314,0.4918,1.6460,1400000000.0000,1390942000.0000,-9.4000,,38.0396,-0.6483,-12.5615,1.3983,3.6459,2153053.3333,-60.7383,0.1548,1.7975
ABNB,0.3206,28.7260,1.2730,0.6970,4384000000.0000,11232000000.0000,0.2254,0.0167,0.8305,2.6000,9.5866,3.9300,75867815936.0000,26.8060,6.7546,0.0000,1.1460,431601984.0000,415865610.0000,6.1000,25.0000,38.0396,-0.6483,-12.5615,1.3983,3.6459,2153053.3333,-60.7383,0.5177,1.7975
