iShares Russell 3000 ETF
Fund Holdings as of,"May 05, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","391,892.16","0.00","391,892.16","9,768.00","40.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Equity","392,391.34","0.00","392,391.34","41,479.00","9.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VYX","NCR VOYIX CORP","Information Technology","Equity","392,436.00","0.00","392,436.00","44,595.00","8.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANIP","ANI PHARMACEUTICALS INC","Health Care","Equity","390,953.28","0.00","390,953.28","5,388.00","72.56","United States","NASDAQ","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE INC","Materials","Equity","391,173.86","0.00","391,173.86","3,047.00","128.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HI","HILLENBRAND INC","Industrials","Equity","391,222.64","0.00","391,222.64","19,112.00","20.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","389,771.78","0.00","389,771.78","11,474.00","33.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRE","VERIS RESIDENTIAL INC","Real Estate","Equity","387,467.10","0.00","387,467.10","24,369.00","15.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMR","NUSCALE POWER CORP CLASS A","Industrials","Equity","387,490.17","0.00","387,490.17","22,647.00","17.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","386,514.20","0.00","386,514.20","4,805.00","80.44","United States","NASDAQ","USD","1.00","USD","-"
"ARQT","ARCUTIS BIOTHERAPEUTICS INC","Health Care","Equity","383,631.95","0.00","383,631.95","24,895.00","15.41","United States","NASDAQ","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","381,410.90","0.00","381,410.90","8,758.00","43.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","382,088.97","0.00","382,088.97","98,731.00","3.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELME","ELME","Real Estate","Equity","380,819.74","0.00","380,819.74","23,966.00","15.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","380,962.56","0.00","380,962.56","9,952.00","38.28","United States","NASDAQ","USD","1.00","USD","-"
"WABC","WESTAMERICA BANCORPORATION","Financials","Equity","378,290.99","0.00","378,290.99","7,763.00","48.73","United States","NASDAQ","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS CORP","Industrials","Equity","378,900.45","0.00","378,900.45","81,135.00","4.67","United States","NASDAQ","USD","1.00","USD","-"
"LMB","LIMBACH HOLDINGS INC","Industrials","Equity","379,014.44","0.00","379,014.44","3,668.00","103.33","United States","NASDAQ","USD","1.00","USD","-"
"ARCB","ARCBEST CORP","Industrials","Equity","379,354.08","0.00","379,354.08","6,223.00","60.96","United States","NASDAQ","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","377,750.62","0.00","377,750.62","54,119.00","6.98","United States","NASDAQ","USD","1.00","USD","-"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Financials","Equity","377,840.16","0.00","377,840.16","42,264.00","8.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","375,340.80","0.00","375,340.80","4,152.00","90.40","United States","NASDAQ","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","375,579.09","0.00","375,579.09","8,919.00","42.11","United States","NASDAQ","USD","1.00","USD","-"
"CUBI","CUSTOMERS BANCORP INC","Financials","Equity","375,883.20","0.00","375,883.20","7,392.00","50.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNFI","UNITED NATURAL FOODS INC","Consumer Staples","Equity","374,402.00","0.00","374,402.00","14,225.00","26.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JOE","ST JOE","Real Estate","Equity","372,491.50","0.00","372,491.50","8,485.00","43.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHE","BENCHMARK ELECTRONICS INC","Information Technology","Equity","372,608.60","0.00","372,608.60","10,738.00","34.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLYVA","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","372,852.61","0.00","372,852.61","5,057.00","73.73","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","373,765.77","0.00","373,765.77","1,057.00","353.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","371,661.60","0.00","371,661.60","40,398.00","9.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GBX","GREENBRIER INC","Industrials","Equity","369,371.86","0.00","369,371.86","8,437.00","43.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","367,936.20","0.00","367,936.20","28,790.00","12.78","United States","NASDAQ","USD","1.00","USD","-"
"RPD","RAPID7 INC","Information Technology","Equity","368,601.09","0.00","368,601.09","15,301.00","24.09","United States","NASDAQ","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","366,582.74","0.00","366,582.74","9,913.00","36.98","United States","NASDAQ","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","367,049.77","0.00","367,049.77","44,599.00","8.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMAX","IMAX CORP","Communication","Equity","365,026.98","0.00","365,026.98","14,997.00","24.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","365,995.70","0.00","365,995.70","23,135.00","15.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","366,148.64","0.00","366,148.64","2,462.00","148.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","366,181.66","0.00","366,181.66","1,066.00","343.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSTS","VESTIS CORP","Industrials","Equity","362,073.12","0.00","362,073.12","40,774.00","8.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","363,329.98","0.00","363,329.98","48,187.00","7.54","United States","NASDAQ","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","359,840.28","0.00","359,840.28","31,182.00","11.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETNB","89BIO INC","Health Care","Equity","359,906.61","0.00","359,906.61","41,801.00","8.61","United States","NASDAQ","USD","1.00","USD","-"
"CGON","CG ONCOLOGY INC","Health Care","Equity","358,703.22","0.00","358,703.22","12,729.00","28.18","United States","NASDAQ","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","357,334.86","0.00","357,334.86","3,578.00","99.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","357,560.00","0.00","357,560.00","20,432.00","17.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","Communication","Equity","354,861.48","0.00","354,861.48","27,876.00","12.73","United States","NASDAQ","USD","1.00","USD","-"
"DHT","DHT HOLDINGS INC","Energy","Equity","354,880.52","0.00","354,880.52","31,573.00","11.24","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QBTS","D WAVE QUANTUM INC","Information Technology","Equity","355,729.92","0.00","355,729.92","48,864.00","7.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","356,092.71","0.00","356,092.71","11,679.00","30.49","United States","NASDAQ","USD","1.00","USD","-"
"ALEX","ALEXANDER AND BALDWIN INC","Real Estate","Equity","353,289.38","0.00","353,289.38","20,386.00","17.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","353,543.40","0.00","353,543.40","5,970.00","59.22","United States","NASDAQ","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","353,734.00","0.00","353,734.00","13,700.00","25.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","352,410.34","0.00","352,410.34","16,694.00","21.11","United States","NASDAQ","USD","1.00","USD","-"
"ATRC","ATRICURE INC","Health Care","Equity","352,997.01","0.00","352,997.01","12,143.00","29.07","United States","NASDAQ","USD","1.00","USD","-"
"TNDM","TANDEM DIABETES CARE INC","Health Care","Equity","351,646.93","0.00","351,646.93","16,517.00","21.29","United States","NASDAQ","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","348,924.55","0.00","348,924.55","28,253.00","12.35","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","349,022.40","0.00","349,022.40","3,268.00","106.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVA","INNOVIVA INC","Health Care","Equity","350,063.20","0.00","350,063.20","18,680.00","18.74","United States","NASDAQ","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","347,950.49","0.00","347,950.49","45,013.00","7.73","United States","NASDAQ","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","348,380.16","0.00","348,380.16","9,808.00","35.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRMY","HARMONY BIOSCIENCES HLDG INC","Health Care","Equity","348,404.84","0.00","348,404.84","11,629.00","29.96","United States","NASDAQ","USD","1.00","USD","-"
"MLKN","MILLERKNOLL INC","Industrials","Equity","346,114.56","0.00","346,114.56","21,208.00","16.32","United States","NASDAQ","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","345,288.06","0.00","345,288.06","46,787.00","7.38","United States","NASDAQ","USD","1.00","USD","-"
"USLM","UNITED STATES LIME AND MINERALS IN","Materials","Equity","343,910.70","0.00","343,910.70","3,455.00","99.54","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","344,140.16","0.00","344,140.16","9,952.00","34.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","342,230.10","0.00","342,230.10","6,373.00","53.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","342,609.56","0.00","342,609.56","20,714.00","16.54","United States","NASDAQ","USD","1.00","USD","-"
"LEG","LEGGETT & PLATT INC","Consumer Discretionary","Equity","339,995.42","0.00","339,995.42","36,598.00","9.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LQDA","LIQUIDIA CORP","Health Care","Equity","340,164.24","0.00","340,164.24","21,102.00","16.12","United States","NASDAQ","USD","1.00","USD","-"
"KGS","KODIAK GAS SERVICES INC","Energy","Equity","340,336.08","0.00","340,336.08","9,963.00","34.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRI","EVERI HOLDINGS INC","Consumer Discretionary","Equity","340,896.30","0.00","340,896.30","24,315.00","14.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","339,177.06","0.00","339,177.06","14,922.00","22.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSTM","CONSTELLIUM SE CLASS A","Materials","Equity","339,303.36","0.00","339,303.36","30,734.00","11.04","Netherlands","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFC","BANK FIRST CORP","Financials","Equity","339,551.80","0.00","339,551.80","2,965.00","114.52","United States","NASDAQ","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","337,072.07","0.00","337,072.07","26,773.00","12.59","United States","NASDAQ","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","338,153.14","0.00","338,153.14","16,666.00","20.29","United States","NASDAQ","USD","1.00","USD","-"
"LGIH","LGI HOMES INC","Consumer Discretionary","Equity","335,971.51","0.00","335,971.51","6,007.00","55.93","United States","NASDAQ","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","336,237.73","0.00","336,237.73","14,437.00","23.29","United States","NASDAQ","USD","1.00","USD","-"
"QCRH","QCR HOLDINGS INC","Financials","Equity","336,308.93","0.00","336,308.93","5,101.00","65.93","United States","NASDAQ","USD","1.00","USD","-"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Financials","Equity","336,686.79","0.00","336,686.79","6,501.00","51.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRI","CARTERS INC","Consumer Discretionary","Equity","335,354.40","0.00","335,354.40","9,910.00","33.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","335,499.84","0.00","335,499.84","11,948.00","28.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNC","TENNANT","Industrials","Equity","333,914.04","0.00","333,914.04","4,661.00","71.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RLJ","RLJ LODGING TRUST REIT","Real Estate","Equity","331,745.70","0.00","331,745.70","47,190.00","7.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INOD","INNODATA INC","Industrials","Equity","332,454.60","0.00","332,454.60","8,595.00","38.68","United States","NASDAQ","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","332,643.50","0.00","332,643.50","3,535.00","94.10","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SCL","STEPAN","Materials","Equity","329,776.92","0.00","329,776.92","6,156.00","53.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKD","BROOKDALE SENIOR LIVING INC","Health Care","Equity","330,697.77","0.00","330,697.77","49,879.00","6.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","330,902.39","0.00","330,902.39","8,869.00","37.31","United States","NASDAQ","USD","1.00","USD","-"
"STR","SITIO ROYALTIES CORP CLASS A","Energy","Equity","329,570.49","0.00","329,570.49","19,307.00","17.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Real Estate","Equity","328,219.32","0.00","328,219.32","40,722.00","8.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHR","PHREESIA INC","Health Care","Equity","325,343.60","0.00","325,343.60","12,890.00","25.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","325,973.08","0.00","325,973.08","8,354.00","39.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NAVI","NAVIENT CORP","Financials","Equity","326,209.65","0.00","326,209.65","25,545.00","12.77","United States","NASDAQ","USD","1.00","USD","-"
"BTSG","BRIGHTSPRING HEALTH SERVICES INC","Health Care","Equity","326,661.75","0.00","326,661.75","15,445.00","21.15","United States","NASDAQ","USD","1.00","USD","-"
"WWW","WOLVERINE WORLD WIDE INC","Consumer Discretionary","Equity","323,888.94","0.00","323,888.94","22,777.00","14.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEOG","NEOGEN CORP","Health Care","Equity","324,869.64","0.00","324,869.64","57,601.00","5.64","United States","NASDAQ","USD","1.00","USD","-"
"KNSA","KINIKSA PHARMACEUTICALS INTERNATIO","Health Care","Equity","322,692.48","0.00","322,692.48","11,616.00","27.78","United States","NASDAQ","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT LTD","Financials","Equity","321,386.04","0.00","321,386.04","17,678.00","18.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPN","APPIAN CORP CLASS A","Information Technology","Equity","321,955.11","0.00","321,955.11","10,389.00","30.99","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","322,354.89","0.00","322,354.89","25,047.00","12.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDOC","TELADOC HEALTH INC","Health Care","Equity","320,884.85","0.00","320,884.85","44,879.00","7.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFIN","TRIUMPH FINANCIAL INC","Financials","Equity","317,980.80","0.00","317,980.80","5,856.00","54.30","United States","NASDAQ","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","318,499.12","0.00","318,499.12","36,152.00","8.81","Guernsey","New York Stock Exchange Inc.","USD","1.00","USD","-"
